matchup_id,year,week,home_team_id,home_score,away_team_id,away_score,is_playoff,matchup_type
1306,2018,3,8,153.54,9,116.0,0,NONE
1307,2018,4,4,133.46,11,99.76,0,NONE
1308,2018,4,3,152.46,1,185.8,0,NONE
1309,2018,4,5,137.5,2,142.68,0,NONE
1310,2018,4,7,163.08,12,188.46,0,NONE
1311,2018,4,9,143.82,10,163.92,0,NONE
1312,2018,4,8,100.34,6,168.36,0,NONE
1313,2018,5,3,112.8,4,152.4,0,NONE
1314,2018,5,11,159.2,5,165.84,0,NONE
1315,2018,5,1,144.08,2,110.04,0,NONE
1316,2018,5,9,113.54,7,107.22,0,NONE
1317,2018,5,12,179.74,8,112.4,0,NONE
1318,2018,5,10,141.94,6,162.92,0,NONE
1319,2018,6,4,173.1,7,140.14,0,NONE
1320,2018,6,5,97.48,8,101.48,0,NONE
1321,2018,6,2,116.42,6,151.98,0,NONE
1322,2018,6,1,155.6,10,194.32,0,NONE
1323,2018,6,11,114.16,12,150.6,0,NONE
1324,2018,6,3,157.44,9,166.7,0,NONE
1325,2018,7,7,160.12,5,136.14,0,NONE
1326,2018,7,8,127.36,2,91.04,0,NONE
1327,2018,7,6,183.54,1,178.66,0,NONE
1328,2018,7,10,152.4,11,51.7,0,NONE
1329,2018,7,12,117.78,3,142.34,0,NONE
1330,2018,7,9,114.08,4,109.46,0,NONE
1331,2018,8,2,68.96,7,150.2,0,NONE
1332,2018,8,1,140.96,8,129.06,0,NONE
1333,2018,8,11,167.28,6,173.52,0,NONE
1334,2018,8,3,170.46,10,137.44,0,NONE
1335,2018,8,4,138.8,12,103.36,0,NONE
1336,2018,8,5,107.72,9,112.4,0,NONE
1337,2018,9,7,112.3,1,106.78,0,NONE
1338,2018,9,8,163.72,11,111.28,0,NONE
1339,2018,9,6,169.2,3,156.92,0,NONE
1340,2018,9,10,94.54,4,134.0,0,NONE
1341,2018,9,12,156.56,5,111.0,0,NONE
1342,2018,9,9,136.14,2,97.86,0,NONE
1343,2018,10,11,152.96,7,137.3,0,NONE
1344,2018,10,3,119.14,8,130.12,0,NONE
1345,2018,10,4,135.8,6,157.16,0,NONE
1346,2018,10,5,172.12,10,158.4,0,NONE
1347,2018,10,2,94.1,12,130.76,0,NONE
1348,2018,10,1,119.22,9,119.56,0,NONE
1349,2018,11,7,141.5,3,152.08,0,NONE
1350,2018,11,8,133.9,4,102.24,0,NONE
1351,2018,11,6,143.32,5,108.34,0,NONE
1352,2018,11,10,183.14,2,84.08,0,NONE
1353,2018,11,12,68.72,1,168.38,0,NONE
1354,2018,11,9,142.42,11,120.86,0,NONE
1355,2018,12,7,143.92,4,77.1,0,NONE
1356,2018,12,8,174.02,5,107.46,0,NONE
1357,2018,12,6,191.04,2,91.38,0,NONE
1358,2018,12,10,149.14,1,158.34,0,NONE
1359,2018,12,12,120.98,11,130.78,0,NONE
1360,2018,12,9,124.02,3,167.52,0,NONE
1361,2018,13,6,303.88,7,215.68,1,WINNERS_BRACKET
1362,2018,13,1,268.9,8,285.24,1,WINNERS_BRACKET
1363,2018,13,12,269.78,9,212.02,1,LOSERS_CONSOLATION_LADDER
1364,2018,13,4,238.66,5,240.62,1,LOSERS_CONSOLATION_LADDER
1365,2018,13,3,294.12,10,294.16,1,LOSERS_CONSOLATION_LADDER
1366,2018,13,11,244.32,2,217.96,1,LOSERS_CONSOLATION_LADDER
1367,2018,14,6,313.34,8,309.24,1,WINNERS_BRACKET
1368,2018,14,1,251.58,7,249.24,1,WINNERS_CONSOLATION_LADDER
1369,2018,14,12,271.06,5,187.36,1,LOSERS_CONSOLATION_LADDER
1370,2018,14,9,267.34,10,156.2,1,LOSERS_CONSOLATION_LADDER
1371,2018,14,4,224.9,11,254.3,1,LOSERS_CONSOLATION_LADDER
1372,2018,14,3,232.46,2,219.42,1,LOSERS_CONSOLATION_LADDER
1373,2017,1,3,146.24,6,158.04,0,NONE
1374,2017,1,4,129.98,2,115.34,0,NONE
1375,2017,1,9,128.06,7,106.7,0,NONE
1376,2017,1,1,108.82,5,136.94,0,NONE
1377,2017,1,10,118.78,8,114.02,0,NONE
1378,2017,2,2,149.74,7,99.86,0,NONE
1379,2017,2,5,128.28,3,156.62,0,NONE
1380,2017,2,8,108.62,6,134.12,0,NONE
1381,2017,2,1,113.92,4,131.48,0,NONE
1382,2017,2,10,98.06,9,123.8,0,NONE
1383,2017,3,5,157.66,8,124.7,0,NONE
1384,2017,3,2,149.5,1,127.9,0,NONE
1385,2017,3,7,117.16,10,78.38,0,NONE
1386,2017,3,3,132.36,4,148.42,0,NONE
1387,2017,3,6,129.92,9,114.74,0,NONE
1388,2017,4,1,151.04,10,93.58,0,NONE
1389,2017,4,4,130.08,5,75.38,0,NONE
1390,2017,4,9,96.18,8,170.5,0,NONE
1391,2017,4,3,143.98,2,142.62,0,NONE
1392,2017,4,6,133.96,7,126.86,0,NONE
1393,2017,5,4,119.12,9,97.9,0,NONE
1394,2017,5,1,149.1,3,159.36,0,NONE
1395,2017,5,10,119.06,6,171.94,0,NONE
1396,2017,5,5,71.4,2,129.6,0,NONE
1397,2017,5,8,128.62,7,128.34,0,NONE
1398,2017,6,6,96.92,2,129.54,0,NONE
1399,2017,6,7,110.3,5,83.62,0,NONE
1400,2017,6,8,147.04,1,128.16,0,NONE
1401,2017,6,10,120.24,4,130.48,0,NONE
1402,2017,6,9,165.48,3,163.38,0,NONE
1403,2017,7,5,109.82,6,141.62,0,NONE
1404,2017,7,1,152.44,7,125.72,0,NONE
1405,2017,7,4,117.76,8,142.28,0,NONE
1406,2017,7,3,112.78,10,171.42,0,NONE
1407,2017,7,2,109.54,9,130.02,0,NONE
1408,2017,8,6,117.02,1,132.66,0,NONE
1409,2017,8,7,120.22,4,131.32,0,NONE
1410,2017,8,8,168.68,3,155.62,0,NONE
1411,2017,8,10,96.78,2,152.76,0,NONE
1412,2017,8,9,133.94,5,76.26,0,NONE
1413,2017,9,6,140.72,3,132.54,0,NONE
1414,2017,9,7,114.38,2,113.32,0,NONE
1415,2017,9,8,128.68,5,141.1,0,NONE
1416,2017,9,10,85.18,1,133.28,0,NONE
1417,2017,9,9,138.16,4,135.06,0,NONE
1418,2017,10,2,178.76,6,126.24,0,NONE
1419,2017,10,5,103.9,7,111.48,0,NONE
1420,2017,10,1,157.36,8,101.92,0,NONE
1421,2017,10,4,104.34,10,158.9,0,NONE
1422,2017,10,3,192.06,9,106.04,0,NONE
1423,2017,11,6,137.2,5,138.38,0,NONE
1424,2017,11,7,143.58,1,122.6,0,NONE
1425,2017,11,8,132.72,4,146.7,0,NONE
1426,2017,11,10,165.14,3,138.76,0,NONE
1427,2017,11,9,147.72,2,178.1,0,NONE
1428,2017,12,1,120.46,6,146.16,0,NONE
1429,2017,12,4,124.78,7,133.88,0,NONE
1430,2017,12,3,154.4,8,125.22,0,NONE
1431,2017,12,2,145.74,10,163.36,0,NONE
1432,2017,12,5,140.52,9,154.88,0,NONE
1433,2017,13,6,308.36,9,288.26,1,WINNERS_BRACKET
1434,2017,13,4,278.94,2,287.1,1,WINNERS_BRACKET
1435,2017,13,7,228.68,3,295.34,1,LOSERS_CONSOLATION_LADDER
1436,2017,13,1,288.62,8,284.72,1,LOSERS_CONSOLATION_LADDER
1437,2017,13,10,226.22,5,233.06,1,LOSERS_CONSOLATION_LADDER
1438,2017,14,6,305.56,2,260.3,1,WINNERS_BRACKET
1439,2017,14,4,241.28,9,268.72,1,WINNERS_CONSOLATION_LADDER
1440,2017,14,3,364.7,1,225.34,1,LOSERS_CONSOLATION_LADDER
1441,2017,14,7,202.86,5,208.3,1,LOSERS_CONSOLATION_LADDER
1442,2017,14,8,250.8,10,232.58,1,LOSERS_CONSOLATION_LADDER
1443,2016,1,1,182.9,7,195.62,0,NONE
1444,2016,1,4,150.86,5,122.56,0,NONE
1445,2016,1,6,177.92,8,105.82,0,NONE
1446,2016,1,2,167.0,3,147.14,0,NONE
1447,2016,1,10,115.64,9,169.56,0,NONE
1448,2016,2,5,162.5,8,162.16,0,NONE
1449,2016,2,3,221.76,1,165.38,0,NONE
1450,2016,2,9,149.72,7,131.34,0,NONE
1451,2016,2,2,142.36,4,148.82,0,NONE
1452,2016,2,10,97.48,6,112.02,0,NONE
1453,2016,3,3,126.48,9,119.5,0,NONE
1454,2016,3,5,184.16,2,130.38,0,NONE
1455,2016,3,8,121.96,10,95.06,0,NONE
1456,2016,3,1,188.24,4,172.78,0,NONE
1457,2016,3,7,223.5,6,204.24,0,NONE
1458,2016,4,2,194.7,10,107.74,0,NONE
1459,2016,4,4,106.6,3,99.02,0,NONE
1460,2016,4,6,168.78,9,114.42,0,NONE
1461,2016,4,1,169.36,5,158.72,0,NONE
1462,2016,4,7,161.14,8,167.06,0,NONE
1463,2016,5,4,205.34,6,207.66,0,NONE
1464,2016,5,2,156.7,1,194.38,0,NONE
1465,2016,5,10,138.66,7,116.78,0,NONE
1466,2016,5,3,164.26,5,124.3,0,NONE
1467,2016,5,9,140.16,8,117.18,0,NONE
1468,2016,6,7,189.24,5,140.56,0,NONE
1469,2016,6,8,88.3,3,102.62,0,NONE
1470,2016,6,9,214.06,2,97.06,0,NONE
1471,2016,6,10,169.56,4,113.44,0,NONE
1472,2016,6,6,179.0,1,169.88,0,NONE
1473,2016,7,3,141.12,7,133.12,0,NONE
1474,2016,7,2,179.84,8,107.6,0,NONE
1475,2016,7,4,102.68,9,132.94,0,NONE
1476,2016,7,1,157.72,10,148.74,0,NONE
1477,2016,7,5,170.94,6,162.88,0,NONE
1478,2016,8,7,154.32,2,126.82,0,NONE
1479,2016,8,8,142.32,4,167.5,0,NONE
1480,2016,8,9,156.34,1,180.7,0,NONE
1481,2016,8,10,130.62,5,123.3,0,NONE
1482,2016,8,6,132.0,3,141.46,0,NONE
1483,2016,9,4,171.7,7,156.46,0,NONE
1484,2016,9,1,108.44,2,163.16,0,NONE
1485,2016,9,8,40.26,6,181.72,0,NONE
1486,2016,9,5,128.16,3,185.94,0,NONE
1487,2016,9,9,169.28,10,129.08,0,NONE
1488,2016,10,1,166.46,8,58.1,0,NONE
1489,2016,10,5,128.14,4,109.44,0,NONE
1490,2016,10,7,134.98,9,143.54,0,NONE
1491,2016,10,3,182.98,2,178.42,0,NONE
1492,2016,10,6,183.62,10,121.9,0,NONE
1493,2016,11,5,123.92,9,121.44,0,NONE
1494,2016,11,1,155.28,3,153.48,0,NONE
1495,2016,11,10,134.28,8,62.1,0,NONE
1496,2016,11,4,134.88,2,138.48,0,NONE
1497,2016,11,6,140.4,7,174.58,0,NONE
1498,2016,12,3,133.9,10,134.34,0,NONE
1499,2016,12,2,166.64,5,112.98,0,NONE
1500,2016,12,9,165.92,6,165.4,0,NONE
1501,2016,12,4,150.14,1,204.7,0,NONE
1502,2016,12,8,75.0,7,153.26,0,NONE
1503,2016,13,2,161.56,6,143.44,0,NONE
1504,2016,13,3,127.66,4,167.86,0,NONE
1505,2016,13,7,115.38,10,148.44,0,NONE
1506,2016,13,5,111.74,1,226.92,0,NONE
1507,2016,13,8,65.8,9,154.16,0,NONE
1508,2016,14,1,319.2,6,296.34,1,WINNERS_BRACKET
1509,2016,14,9,238.62,3,282.74,1,WINNERS_BRACKET
1510,2016,14,2,238.04,7,263.52,1,LOSERS_CONSOLATION_LADDER
1511,2016,14,4,314.7,10,247.38,1,LOSERS_CONSOLATION_LADDER
1512,2016,14,5,234.84,8,161.6,1,LOSERS_CONSOLATION_LADDER
1513,2016,15,1,342.96,3,212.46,1,WINNERS_BRACKET
1514,2016,15,9,321.68,6,303.06,1,WINNERS_CONSOLATION_LADDER
1515,2016,15,7,351.52,4,274.4,1,LOSERS_CONSOLATION_LADDER
1516,2016,15,2,222.76,5,190.18,1,LOSERS_CONSOLATION_LADDER
1517,2016,15,10,226.66,8,115.68,1,LOSERS_CONSOLATION_LADDER
1608,2025,1,9,148.1,3,152.6,0,NONE
1609,2025,1,14,145.35,11,115.9,0,NONE
1610,2025,1,13,124.4,12,140.45,0,NONE
1611,2025,1,4,93.65,1,107.15,0,NONE
1612,2025,1,7,132.95,2,142.4,0,NONE
1613,2025,1,6,127.35,8,90.6,0,NONE
1614,2025,2,3,116.3,11,113.25,0,NONE
1615,2025,2,12,177.95,9,126.8,0,NONE
1616,2025,2,1,121.3,14,147.15,0,NONE
1617,2025,2,2,146.25,13,125.65,0,NONE
1618,2025,2,8,135.25,4,125.6,0,NONE
1619,2025,2,6,149.65,7,190.1,0,NONE
1620,2025,3,12,151.4,3,132.25,0,NONE
1621,2025,3,11,139.4,1,133.5,0,NONE
1622,2025,3,9,144.95,2,151.1,0,NONE
1623,2025,3,14,152.45,8,99.05,0,NONE
1624,2025,3,13,118.0,6,121.5,0,NONE
1625,2025,3,4,143.1,7,110.8,0,NONE
1626,2025,4,3,138.3,1,140.2,0,NONE
1627,2025,4,2,121.9,12,103.85,0,NONE
1628,2025,4,8,176.25,11,119.3,0,NONE
1629,2025,4,6,140.75,9,147.45,0,NONE
1630,2025,4,7,145.8,14,201.15,0,NONE
1631,2025,4,4,164.95,13,171.6,0,NONE
1632,2025,5,2,166.4,3,130.8,0,NONE
1633,2025,5,1,135.6,8,133.45,0,NONE
1634,2025,5,12,124.95,6,159.95,0,NONE
1635,2025,5,11,129.4,7,134.0,0,NONE
1636,2025,5,9,144.15,4,176.1,0,NONE
1637,2025,5,14,180.45,13,127.2,0,NONE
1638,2025,6,3,140.5,8,143.45,0,NONE
1639,2025,6,6,127.75,2,135.7,0,NONE
1640,2025,6,7,138.95,1,125.85,0,NONE
1641,2025,6,4,102.05,12,145.25,0,NONE
1642,2025,6,13,104.95,11,114.55,0,NONE
1643,2025,6,14,199.0,9,112.9,0,NONE
1644,2025,7,6,127.5,3,167.5,0,NONE
1645,2025,7,8,102.1,7,115.05,0,NONE
1646,2025,7,2,135.5,4,126.3,0,NONE
1647,2025,7,1,153.9,13,149.6,0,NONE
1648,2025,7,12,83.35,14,178.8,0,NONE
1649,2025,7,11,180.7,9,116.25,0,NONE
1650,2025,8,3,156.2,7,112.35,0,NONE
1651,2025,8,4,133.0,6,179.1,0,NONE
1652,2025,8,13,142.65,8,100.45,0,NONE
1653,2025,8,14,120.8,2,155.25,0,NONE
1654,2025,8,9,141.05,1,104.35,0,NONE
1655,2025,8,11,124.45,12,136.75,0,NONE
1656,2025,9,4,154.65,3,128.8,0,NONE
1657,2025,9,7,187.4,13,128.6,0,NONE
1658,2025,9,6,97.45,14,173.0,0,NONE
1659,2025,9,8,124.5,9,152.85,0,NONE
1660,2025,9,2,137.15,11,135.0,0,NONE
1661,2025,9,1,92.25,12,127.5,0,NONE
1662,2025,10,3,130.35,13,136.15,0,NONE
1663,2025,10,14,162.7,4,168.1,0,NONE
1664,2025,10,9,156.9,7,126.1,0,NONE
1665,2025,10,11,87.65,6,183.1,0,NONE
1666,2025,10,12,125.0,8,94.5,0,NONE
1667,2025,10,1,122.1,2,150.0,0,NONE
1668,2025,11,14,132.65,3,175.6,0,NONE
1669,2025,11,13,122.2,9,149.55,0,NONE
1670,2025,11,4,177.8,11,116.15,0,NONE
1671,2025,11,7,126.95,12,80.25,0,NONE
1672,2025,11,6,123.15,1,84.2,0,NONE
1673,2025,11,8,126.0,2,106.45,0,NONE
1674,2025,12,3,200.25,9,96.25,0,NONE
1675,2025,12,11,145.35,14,168.05,0,NONE
1676,2025,12,12,119.95,13,141.8,0,NONE
1677,2025,12,1,99.65,4,132.45,0,NONE
1678,2025,12,2,118.45,7,159.45,0,NONE
1679,2025,12,8,88.75,6,119.2,0,NONE
1680,2025,13,11,150.8,3,147.45,0,NONE
1681,2025,13,9,116.75,12,64.8,0,NONE
1682,2025,13,14,117.25,1,144.35,0,NONE
1683,2025,13,13,145.15,2,145.95,0,NONE
1684,2025,13,4,131.65,8,121.7,0,NONE
1685,2025,13,7,125.35,6,132.1,0,NONE
1686,2025,14,2,249.2,4,425.1,1,WINNERS_BRACKET
1687,2025,14,14,275.95,6,229.75,1,WINNERS_BRACKET
1688,2025,14,7,376.25,12,226.45,1,LOSERS_CONSOLATION_LADDER
1689,2025,14,3,265.5,9,287.8,1,LOSERS_CONSOLATION_LADDER
1690,2025,14,1,231.4,13,297.45,1,LOSERS_CONSOLATION_LADDER
1691,2025,14,11,218.95,8,202.2,1,LOSERS_CONSOLATION_LADDER
1692,2025,15,14,314.65,4,328.25,1,WINNERS_BRACKET
1693,2025,15,2,242.75,6,340.0,1,WINNERS_CONSOLATION_LADDER
1694,2025,15,7,235.55,9,236.9,1,LOSERS_CONSOLATION_LADDER
1695,2025,15,12,193.0,13,264.4,1,LOSERS_CONSOLATION_LADDER
1696,2025,15,3,272.5,11,308.95,1,LOSERS_CONSOLATION_LADDER
1697,2025,15,1,210.0,8,138.15,1,LOSERS_CONSOLATION_LADDER
1698,2024,1,9,136.15,3,163.45,0,NONE
1699,2024,1,14,138.3,11,129.9,0,NONE
1700,2024,1,13,126.2,12,141.8,0,NONE
1701,2024,1,4,128.1,1,117.6,0,NONE
1702,2024,1,7,130.6,2,76.05,0,NONE
1703,2024,1,6,154.4,8,133.95,0,NONE
1704,2024,2,3,159.45,11,123.6,0,NONE
1705,2024,2,12,126.6,9,107.25,0,NONE
1706,2024,2,1,106.05,14,104.05,0,NONE
1707,2024,2,2,121.25,13,125.7,0,NONE
1708,2024,2,8,162.65,4,131.8,0,NONE
1709,2024,2,6,139.85,7,135.85,0,NONE
1710,2024,3,12,137.15,3,135.25,0,NONE
1711,2024,3,11,103.7,1,85.25,0,NONE
1712,2024,3,9,100.0,2,153.15,0,NONE
1713,2024,3,14,202.75,8,151.3,0,NONE
1714,2024,3,13,95.85,6,121.0,0,NONE
1715,2024,3,4,114.2,7,66.25,0,NONE
1716,2024,4,3,112.65,1,125.2,0,NONE
1717,2024,4,2,135.65,12,118.65,0,NONE
1718,2024,4,8,135.1,11,135.25,0,NONE
1719,2024,4,6,159.65,9,150.2,0,NONE
1720,2024,4,7,128.55,14,129.1,0,NONE
1721,2024,4,4,120.35,13,109.0,0,NONE
1722,2024,5,2,152.9,3,133.15,0,NONE
1723,2024,5,1,157.35,8,110.4,0,NONE
1724,2024,5,12,158.05,6,130.95,0,NONE
1725,2024,5,11,130.45,7,133.8,0,NONE
1726,2024,5,9,164.4,4,164.4,0,NONE
1727,2024,5,14,81.65,13,127.4,0,NONE
1728,2024,6,3,189.05,8,155.45,0,NONE
1729,2024,6,6,174.0,2,83.8,0,NONE
1730,2024,6,7,105.9,1,128.5,0,NONE
1731,2024,6,4,94.2,12,147.35,0,NONE
1732,2024,6,13,111.05,11,137.5,0,NONE
1733,2024,6,14,141.65,9,145.55,0,NONE
1734,2024,7,6,167.0,3,150.9,0,NONE
1735,2024,7,8,130.5,7,120.8,0,NONE
1736,2024,7,2,88.1,4,153.85,0,NONE
1737,2024,7,1,97.4,13,92.8,0,NONE
1738,2024,7,12,163.45,14,125.75,0,NONE
1739,2024,7,11,82.6,9,147.95,0,NONE
1740,2024,8,3,135.35,7,162.3,0,NONE
1741,2024,8,4,138.7,6,131.25,0,NONE
1742,2024,8,13,155.15,8,146.7,0,NONE
1743,2024,8,14,109.95,2,162.0,0,NONE
1744,2024,8,9,138.85,1,138.9,0,NONE
1745,2024,8,11,185.65,12,161.2,0,NONE
1746,2024,9,4,120.35,3,172.85,0,NONE
1747,2024,9,7,111.05,13,152.15,0,NONE
1748,2024,9,6,133.85,14,148.05,0,NONE
1749,2024,9,8,166.1,9,101.7,0,NONE
1750,2024,9,2,99.65,11,146.05,0,NONE
1751,2024,9,1,164.8,12,130.1,0,NONE
1752,2024,10,3,133.7,13,95.6,0,NONE
1753,2024,10,14,92.0,4,119.5,0,NONE
1754,2024,10,9,139.0,7,125.6,0,NONE
1755,2024,10,11,125.8,6,112.55,0,NONE
1756,2024,10,12,150.35,8,153.5,0,NONE
1757,2024,10,1,108.4,2,100.05,0,NONE
1758,2024,11,14,133.9,3,174.0,0,NONE
1759,2024,11,13,122.25,9,103.75,0,NONE
1760,2024,11,4,198.8,11,123.85,0,NONE
1761,2024,11,7,81.85,12,149.4,0,NONE
1762,2024,11,6,146.95,1,114.75,0,NONE
1763,2024,11,8,138.55,2,119.45,0,NONE
1764,2024,12,3,152.25,9,159.65,0,NONE
1765,2024,12,11,100.75,14,172.05,0,NONE
1766,2024,12,12,152.9,13,138.95,0,NONE
1767,2024,12,1,115.05,4,120.4,0,NONE
1768,2024,12,2,103.95,7,117.4,0,NONE
1769,2024,12,8,128.55,6,133.4,0,NONE
1770,2024,13,11,158.0,3,129.8,0,NONE
1771,2024,13,9,161.25,12,175.15,0,NONE
1772,2024,13,14,122.25,1,136.8,0,NONE
1773,2024,13,13,157.3,2,95.2,0,NONE
1774,2024,13,4,154.85,8,87.0,0,NONE
1775,2024,13,7,121.25,6,131.65,0,NONE
1776,2024,14,4,254.1,1,264.1,1,WINNERS_BRACKET
1777,2024,14,12,319.2,6,351.2,1,WINNERS_BRACKET
1778,2024,14,11,227.0,3,263.05,1,LOSERS_CONSOLATION_LADDER
1779,2024,14,13,346.45,8,250.45,1,LOSERS_CONSOLATION_LADDER
1780,2024,14,14,234.7,9,324.25,1,LOSERS_CONSOLATION_LADDER
1781,2024,14,7,297.75,2,223.8,1,LOSERS_CONSOLATION_LADDER
1782,2024,15,6,344.2,1,217.15,1,WINNERS_BRACKET
1783,2024,15,4,312.2,12,308.55,1,WINNERS_CONSOLATION_LADDER
1784,2024,15,3,346.75,13,287.95,1,LOSERS_CONSOLATION_LADDER
1785,2024,15,11,296.05,9,258.55,1,LOSERS_CONSOLATION_LADDER
1786,2024,15,8,206.9,7,321.1,1,LOSERS_CONSOLATION_LADDER
1787,2024,15,14,320.6,2,186.0,1,LOSERS_CONSOLATION_LADDER
